Year,Month,State,Primary Mode,Etiology,Etiology Status,Water Exposure,Water Type,Animal Type
2010,9,Illinois,Food,Salmonella enterica,Confirmed,,,
2010,9,Arizona,Food,,,,,
2010,9,Ohio,Food,,,,,
2010,9,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,9,Oklahoma,Food,Salmonella enterica,Confirmed,,,
2010,9,Iowa,Person-to-person,Salmonella enterica,Confirmed,,,
2010,9,Connecticut,Food,Norovirus Genogroup II,Confirmed,,,
2010,9,Kentucky,Person-to-person,,,,,
2010,9,Oklahoma,Food,,,,,
2010,9,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,9,Oregon,Food,Norovirus,Suspected,,,
2010,9,Ohio,Food,,,,,
2010,9,Utah,Food,Salmonella enterica,Confirmed,,,
2010,9,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,9,Pennsylvania,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,9,Michigan,Person-to-person,,,,,
2010,9,California,Food,Salmonella unknown,Suspected,,,
2010,9,Arizona,Person-to-person,,,,,
2010,9,Connecticut,Food,Salmonella enterica,Confirmed,,,
2010,9,New York,Food,Campylobacter jejuni,Confirmed,,,
2010,9,Wisconsin,Person-to-person,,,,,
2010,9,New York,Food,Clostridium perfringens,Confirmed,,,
2010,9,Florida,Food,Norovirus,Suspected,,,
2010,9,Ohio,Food,,,,,
2010,9,Minnesota,Food,Clostridium perfringens,Confirmed,,,
2010,10,Wyoming,Person-to-person,,,,,
2010,10,Wyoming,Person-to-person,,,,,
2010,10,Wyoming,Person-to-person,,,,,
2010,10,California,Food,,,,,
2010,10,Tennessee,Indeterminate/unknown,Shigella sonnei,Suspected,,,
2010,10,West Virginia,Person-to-person,,,,,
2010,10,New York,Water,Unknown,Suspected,Recreational water -- untreated,Ocean,
2010,10,California,Food,Salmonella enterica,Confirmed,,,
2010,10,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Missouri,Indeterminate/unknown,,,,,
2010,10,Oregon,Indeterminate/unknown,,,,,
2010,10,Oregon,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,10,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Confirmed;Confirmed,,,
2010,10,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,10,Wisconsin,Person-to-person,,,,,
2010,10,New Hampshire,Person-to-person,,,,,
2010,10,Kentucky,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,10,Maryland,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2010,10,Nebraska,Food,,,,,
2010,10,Indiana,Food,,,,,
2010,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2010,10,California,Food,Clostridium perfringens,Suspected,,,
2010,10,Idaho,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2010,10,New York,Person-to-person,Norovirus,Suspected,,,
2010,10,New York,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,10,Virginia,Person-to-person,Norovirus,Confirmed,,,
2010,10,Virginia,Person-to-person,Norovirus,Confirmed,,,
2010,10,Ohio,Indeterminate/unknown,Norovirus Genogroup II;Norovirus Genogroup I,Confirmed;Suspected,,,
2010,10,Illinois,Food,,,,,
2010,10,Massachusetts,Indeterminate/unknown,,,,,
2010,10,Minnesota,Indeterminate/unknown,,,,,
2010,10,Connecticut,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Ohio,Food,Salmonella enterica,Confirmed,,,
2010,10,Florida,Food,Norovirus,Suspected,,,
2010,10,Maryland,Food,Norovirus Genogroup I,Confirmed,,,
2010,10,Ohio,Indeterminate/unknown,,,,,
2010,10,Oregon,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Oregon,Food,Norovirus Genogroup I,Confirmed,,,
2010,10,Tennessee,Food,Bacillus cereus;Staphylococcus aureus,Confirmed;Confirmed,,,
2010,10,Wisconsin,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,10,Connecticut,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Florida,Food,Salmonella unknown,Confirmed,,,
2010,10,Texas,Indeterminate/unknown,,,,,
2010,10,Arkansas,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Wisconsin,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Ohio,Food,Norovirus Genogroup II,Suspected,,,
2010,10,Minnesota,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Oregon,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2010,10,Florida,Food,Other - Chemical/Toxin,Suspected,,,
2010,10,Kentucky,Person-to-person,,,,,
2010,10,Ohio,Indeterminate/unknown,,,,,
2010,10,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,10,Iowa,Food,Salmonella enterica,Confirmed,,,
2010,10,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,California,Food,,,,,
2010,10,Virginia,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,10,Wisconsin,Person-to-person,,,,,
2010,10,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Ohio,Indeterminate/unknown,Norovirus Genogroup I,Confirmed,,,
2010,10,Alaska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Illinois,Food,Norovirus Genogroup I,Confirmed,,,
2010,10,Illinois,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Illinois,Food,,,,,
2010,10,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,10,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,10,Alaska,Person-to-person,Norovirus unknown,Confirmed,,,
2010,10,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Ohio,Indeterminate/unknown,,,,,
2010,10,Oregon,Water,Cryptosporidium unknown,Confirmed,Recreational water -- treated,Pool - Other Swimming Pool,
2010,10,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,New York,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Florida,Food,Bacillus cereus,Suspected,,,
2010,10,Pennsylvania,Food,Campylobacter jejuni,Confirmed,,,
2010,10,Minnesota,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Minnesota,Food,Norovirus,Suspected,,,
2010,10,Minnesota,Indeterminate/unknown,,,,,
2010,10,Minnesota,Food,Norovirus,Suspected,,,
2010,10,South Carolina,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,10,Puerto Rico,Food,,,,,
2010,10,Colorado,Food,,,,,
2010,10,Iowa,Food,Salmonella enterica,Confirmed,,,
2010,10,Wisconsin,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Massachusetts,Food,Campylobacter jejuni,Confirmed,,,
2010,10,Maine,Food,,,,,
2010,10,Maryland,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Tennessee,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Connecticut,Food,Salmonella enterica,Confirmed,,,
2010,10,Colorado,Food,Norovirus unknown,Confirmed,,,
2010,10,Arkansas,Food,Salmonella enterica,Confirmed,,,
2010,10,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,10,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Michigan,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,10,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,10,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Michigan,Indeterminate/unknown,,,,,
2010,10,Michigan,Person-to-person,Norovirus,Suspected,,,
2010,10,Arizona,Person-to-person,,,,,
2010,10,Pennsylvania,Food,Norovirus,Confirmed,,,
2010,10,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,South Dakota,Food,Salmonella enterica,Confirmed,,,
2010,10,Colorado,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",Suspected,,,
2010,10,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,10,Hawaii,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,10,North Dakota,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Oklahoma,Animal contact,"Escherichia coli, Shiga toxin-producing",Confirmed,,,Goat;Sheep
2010,10,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Oklahoma,Food,Norovirus Genogroup II,Suspected,,,
2010,10,Wisconsin,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,10,Florida,Food,Bacillus cereus,Confirmed,,,
2010,10,Texas,Person-to-person,Norovirus unknown,Confirmed,,,
2010,10,Arizona,Food,,,,,
2010,10,California,Food,Norovirus unknown,Suspected,,,
2010,10,Wisconsin,Person-to-person,,,,,
2010,10,Washington,Food,Norovirus,Suspected,,,
2010,10,Texas,Person-to-person,Shigella sonnei,Confirmed,,,
2010,10,Puerto Rico,Food,,,,,
2010,10,Kansas,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Nevada,Person-to-person,Norovirus unknown,Confirmed,,,
2010,10,Rhode Island,Food,,,,,
2010,10,Kansas,Food,Norovirus Genogroup I,Suspected,,,
2010,10,Colorado,Food,Norovirus Genogroup II,Confirmed,,,
2010,10,Colorado,Food,Norovirus unknown,Suspected,,,
2010,10,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Ohio,Food,,,,,
2010,10,Ohio,Food,,,,,
2010,10,Arizona,Person-to-person,,,,,
2010,10,Arizona,Person-to-person,,,,,
2010,10,Arizona,Food,,,,,
2010,10,Wisconsin,Food,Norovirus Genogroup I,Confirmed,,,
2010,10,Minnesota,Indeterminate/unknown,,,,,
2010,10,Colorado,Food,Norovirus unknown,Confirmed,,,
2010,10,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Missouri,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,10,Colorado,Person-to-person,,,,,
2010,10,Missouri,Indeterminate/unknown,,,,,
2010,10,Alaska,Indeterminate/unknown,Campylobacter jejuni,Confirmed,,,
2010,10,West Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,10,Wyoming,Person-to-person,,,,,
2010,10,Wyoming,Person-to-person,,,,,
2010,11,Texas,Food,,,,,
2010,11,Illinois,Food,,,,,
2010,11,Illinois,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Iowa,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,Iowa,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Indeterminate/unknown,Norovirus,Suspected,,,
2010,11,Minnesota,Food,Norovirus,Suspected,,,
2010,11,Illinois,Food,Norovirus Genogroup II,Suspected,,,
2010,11,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,California,Person-to-person,Norovirus unknown,Suspected,,,
2010,11,New York,Food,Norovirus unknown,Suspected,,,
2010,11,Texas,Person-to-person,Norovirus,Confirmed,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Louisiana,Indeterminate/unknown,Norovirus Genogroup I,Suspected,,,
2010,11,Ohio,Indeterminate/unknown,,,,,
2010,11,Ohio,Indeterminate/unknown,,,,,
2010,11,Maine,Person-to-person,,,,,
2010,11,Minnesota,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,11,Minnesota,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Minnesota,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,11,Illinois,Water,Sodium Hydroxide,Suspected,Drinking water,Commercially-Bottled,
2010,11,Illinois,Food,,,,,
2010,11,Illinois,Food,,,,,
2010,11,New York,Food,Ciguatoxin,Confirmed,,,
2010,11,Ohio,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Ohio,Food,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,11,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Ohio,Indeterminate/unknown,,,,,
2010,11,Texas,Food,,,,,
2010,11,Texas,Indeterminate/unknown,,,,,
2010,11,Illinois,Food,,,,,
2010,11,Ohio,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Tennessee,Indeterminate/unknown,,,,,
2010,11,Ohio,Food,Norovirus Genogroup II,Suspected,,,
2010,11,Alaska,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Ohio,Person-to-person,,,,,
2010,11,Pennsylvania,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,11,Pennsylvania,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,11,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Florida,Food,Clostridium perfringens,Suspected,,,
2010,11,Florida,Food,Bacillus cereus,Suspected,,,
2010,11,Ohio,Food,Salmonella enterica,Confirmed,,,
2010,11,Massachusetts,Person-to-person,,,,,
2010,11,Massachusetts,Person-to-person,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Massachusetts,Person-to-person,,,,,
2010,11,Pennsylvania,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,11,Oklahoma,Food,"Escherichia coli, Shiga toxin-producing;Escherichia coli, Shiga toxin-producing",Confirmed;Confirmed,,,
2010,11,Minnesota,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Minnesota,Food,"Escherichia coli, Shiga toxin-producing;Escherichia coli, Shiga toxin-producing",Confirmed;Confirmed,,,
2010,11,Wisconsin,Food,Norovirus Genogroup II,Suspected,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Ohio,Person-to-person,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,11,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Ohio,Person-to-person,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,Tennessee,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,Tennessee,Indeterminate/unknown,Norovirus Genogroup I,Suspected,,,
2010,11,Tennessee,Indeterminate/unknown,,,,,
2010,11,Kentucky,Indeterminate/unknown,,,,,
2010,11,Kentucky,Person-to-person,,,,,
2010,11,Kentucky,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Kentucky,Indeterminate/unknown,,,,,
2010,11,Maine,Person-to-person,,,,,
2010,11,Kansas,Food,Clostridium perfringens,Confirmed,,,
2010,11,Kansas,Food,Norovirus Genogroup II,Suspected,,,
2010,11,Kansas,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Colorado,Food,Norovirus unknown,Suspected,,,
2010,11,Maine,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Kentucky,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Pennsylvania,Person-to-person,,,,,
2010,11,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Ohio,Indeterminate/unknown,,,,,
2010,11,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Ohio,Person-to-person,,,,,
2010,11,Ohio,Food,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown,Suspected,,,
2010,11,Iowa,Person-to-person,,,,,
2010,11,Oregon,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Oregon,Indeterminate/unknown,Salmonella enterica,Confirmed,,,
2010,11,Ohio,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Connecticut,Person-to-person,,,,,
2010,11,Connecticut,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Ohio,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,South Carolina,Person-to-person,,,,,
2010,11,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,South Carolina,Food,Salmonella enterica,Confirmed,,,
2010,11,South Carolina,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,11,South Carolina,Person-to-person,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,California,Food,Norovirus unknown,Suspected,,,
2010,11,Arizona,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,11,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,11,Florida,Food,Norovirus Genogroup II,Confirmed,,,
2010,11,Colorado,Food,,,,,
2010,11,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,11,Connecticut,Person-to-person,,,,,
2010,11,Minnesota,Indeterminate/unknown,,,,,
2010,11,Pennsylvania,Person-to-person,Norovirus,Suspected,,,
2010,11,Pennsylvania,Food,Norovirus,Suspected,,,
2010,11,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Arizona,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,California,Food,,,,,
2010,11,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,South Dakota,Animal contact,Salmonella enterica,Confirmed,,,Poultry
2010,11,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,Confirmed,,,
2010,11,Wyoming,Indeterminate/unknown,Cryptosporidium parvum,Confirmed,,,
2010,11,Alaska,Indeterminate/unknown,Salmonella enterica,Confirmed,,,
2010,11,West Virginia,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,West Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Maine,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Multistate,Environmental contamination other than food/water,Salmonella enterica,Confirmed,,,
2010,11,New Mexico,Food,Norovirus,Confirmed,,,
2010,11,Pennsylvania,Indeterminate/unknown,Salmonella enterica,Confirmed,,,
2010,11,Washington,Food,Norovirus,Suspected,,,
2010,11,California,Food,Hepatitis A,Confirmed,,,
2010,11,Missouri,Person-to-person,Shigella sonnei,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Missouri,Water,"Escherichia coli, Shiga toxin-producing;Escherichia coli, Shiga toxin-producing",Confirmed;Confirmed,Drinking water,Individual/Private,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,11,New York,Water,Legionella unknown;Legionella unknown;Legionella pneumophila,Suspected;Confirmed;Confirmed,Other/Environmental water,,
2010,11,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Pennsylvania,Indeterminate/unknown,Yersinia enterocolitica,Confirmed,,,
2010,11,Maine,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,11,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,New York,Water,Legionella pneumophila,Confirmed,Recreational water -- treated,Hot Tub/Spa/Whirlpool,
2010,11,Pennsylvania,Indeterminate/unknown,Norovirus,Suspected,,,
2010,11,Maine,Person-to-person,,,,,
2010,11,West Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Texas,Person-to-person,,,,,
2010,11,California,Food,,,,,
2010,11,Florida,Food,,,,,
2010,11,Kentucky,Indeterminate/unknown,,,,,
2010,11,Kentucky,Indeterminate/unknown,,,,,
2010,11,California,Food,,,,,
2010,11,Kentucky,Person-to-person,Salmonella enterica,Confirmed,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,,,,,
2010,11,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Ohio,Indeterminate/unknown,,,,,
2010,11,California,Food,Norovirus unknown,Confirmed,,,
2010,11,Oregon,Person-to-person,,,,,
2010,11,Oregon,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Oregon,Person-to-person,Norovirus Genogroup I,Suspected,,,
2010,11,Kentucky,Food,Salmonella enterica,Confirmed,,,
2010,11,Missouri,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Kentucky,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Wisconsin,Person-to-person,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,Confirmed;Confirmed,,,
2010,11,Ohio,Person-to-person,Giardia duodenalis,Confirmed,,,
2010,11,Colorado,Indeterminate/unknown,,,,,
2010,11,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,New Hampshire,Person-to-person,,,,,
2010,11,New Hampshire,Person-to-person,Norovirus,Suspected,,,
2010,11,New Hampshire,Person-to-person,Norovirus,Suspected,,,
2010,11,New Jersey,Indeterminate/unknown,,,,,
2010,11,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Nevada,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,11,Alaska,Indeterminate/unknown,Campylobacter jejuni,Confirmed,,,
2010,11,Texas,Food,Salmonella enterica,Confirmed,,,
2010,11,Multistate,Person-to-person,,,,,
2010,11,North Carolina,Indeterminate/unknown,Norovirus unknown,Confirmed,,,
2010,11,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,,,
2010,11,Multistate,Food,Salmonella enterica,Confirmed,,,
2010,11,Montana,Indeterminate/unknown,Shigella sonnei,Confirmed,,,
2010,11,Virginia,Food,Salmonella enterica,Confirmed,,,
2010,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",Confirmed,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Salmonella,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Clostridium,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,New York,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Confirmed,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Confirmed,,,
2010,11,Virginia,Person-to-person,Norovirus,Suspected,,,
2010,11,Virginia,Person-to-person,Norovirus,Confirmed,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,New York,Food,Clostridium perfringens,Suspected,,,
2010,12,Ohio,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Tennessee,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Tennessee,Food,,,,,
2010,12,Tennessee,Food,,,,,
2010,12,Tennessee,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Tennessee,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Tennessee,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Tennessee,Food,,,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Tennessee,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Food,Norovirus,Confirmed,,,
2010,12,Minnesota,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Minnesota,Food,Norovirus,Confirmed,,,
2010,12,Minnesota,Food,Norovirus Genogroup II,Confirmed,,,
2010,12,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Alaska,Person-to-person,Norovirus Genogroup II,Confirmed,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Minnesota,Person-to-person,Norovirus,Suspected,,,
2010,12,Massachusetts,Person-to-person,,,,,
2010,12,Massachusetts,Person-to-person,Norovirus,Confirmed,,,
2010,12,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup I,Confirmed,,,
2010,12,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,,,
